state,county,year_short,candidate_votes,party,county_fips,year
CALIFORNIA,KERN,2008,134793,REPUBLICAN,06029,1970-01-01 00:00:00.000002008
CALIFORNIA,KERN,2012,126618,REPUBLICAN,06029,1970-01-01 00:00:00.000002012
CALIFORNIA,KERN,2016,129584,REPUBLICAN,06029,1970-01-01 00:00:00.000002016
CALIFORNIA,KERN,2020,164484,REPUBLICAN,06029,1970-01-01 00:00:00.000002020
CALIFORNIA,KINGS,2000,16377,REPUBLICAN,06031,1970-01-01 00:00:00.000002000
CALIFORNIA,KINGS,2004,21003,REPUBLICAN,06031,1970-01-01 00:00:00.000002004
CALIFORNIA,KINGS,2008,19710,REPUBLICAN,06031,1970-01-01 00:00:00.000002008
CALIFORNIA,KINGS,2012,17671,REPUBLICAN,06031,1970-01-01 00:00:00.000002012
CALIFORNIA,KINGS,2016,18093,REPUBLICAN,06031,1970-01-01 00:00:00.000002016
CALIFORNIA,KINGS,2020,24072,REPUBLICAN,06031,1970-01-01 00:00:00.000002020
CALIFORNIA,LAKE,2000,10717,DEMOCRAT,06033,1970-01-01 00:00:00.000002000
CALIFORNIA,LAKE,2004,9679,DEMOCRAT,06033,1970-01-01 00:00:00.000002004
CALIFORNIA,LAKE,2008,14854,DEMOCRAT,06033,1970-01-01 00:00:00.000002008
CALIFORNIA,LAKE,2012,13163,DEMOCRAT,06033,1970-01-01 00:00:00.000002012
CALIFORNIA,LAKE,2016,11496,DEMOCRAT,06033,1970-01-01 00:00:00.000002016
CALIFORNIA,LAKE,2020,14941,DEMOCRAT,06033,1970-01-01 00:00:00.000002020
CALIFORNIA,LASSEN,2000,7080,REPUBLICAN,06035,1970-01-01 00:00:00.000002000
CALIFORNIA,LASSEN,2004,8126,REPUBLICAN,06035,1970-01-01 00:00:00.000002004
CALIFORNIA,LASSEN,2008,7483,REPUBLICAN,06035,1970-01-01 00:00:00.000002008
CALIFORNIA,LASSEN,2012,7296,REPUBLICAN,06035,1970-01-01 00:00:00.000002012
CALIFORNIA,LASSEN,2016,7574,REPUBLICAN,06035,1970-01-01 00:00:00.000002016
CALIFORNIA,LASSEN,2020,8970,REPUBLICAN,06035,1970-01-01 00:00:00.000002020
CALIFORNIA,LOS ANGELES,2000,1710505,DEMOCRAT,06037,1970-01-01 00:00:00.000002000
CALIFORNIA,LOS ANGELES,2004,1907736,DEMOCRAT,06037,1970-01-01 00:00:00.000002004
CALIFORNIA,LOS ANGELES,2008,2295853,DEMOCRAT,06037,1970-01-01 00:00:00.000002008
CALIFORNIA,LOS ANGELES,2012,2216903,DEMOCRAT,06037,1970-01-01 00:00:00.000002012
CALIFORNIA,LOS ANGELES,2016,2464364,DEMOCRAT,06037,1970-01-01 00:00:00.000002016
CALIFORNIA,LOS ANGELES,2020,3028885,DEMOCRAT,06037,1970-01-01 00:00:00.000002020
CALIFORNIA,MADERA,2000,20283,REPUBLICAN,06039,1970-01-01 00:00:00.000002000
CALIFORNIA,MADERA,2004,24871,REPUBLICAN,06039,1970-01-01 00:00:00.000002004
CALIFORNIA,MADERA,2008,23583,REPUBLICAN,06039,1970-01-01 00:00:00.000002008
CALIFORNIA,MADERA,2012,22852,REPUBLICAN,06039,1970-01-01 00:00:00.000002012
CALIFORNIA,MADERA,2016,23357,REPUBLICAN,06039,1970-01-01 00:00:00.000002016
CALIFORNIA,MADERA,2020,29378,REPUBLICAN,06039,1970-01-01 00:00:00.000002020
CALIFORNIA,MARIN,2000,79135,DEMOCRAT,06041,1970-01-01 00:00:00.000002000
CALIFORNIA,MARIN,2004,99070,DEMOCRAT,06041,1970-01-01 00:00:00.000002004
CALIFORNIA,MARIN,2008,109320,DEMOCRAT,06041,1970-01-01 00:00:00.000002008
CALIFORNIA,MARIN,2012,99896,DEMOCRAT,06041,1970-01-01 00:00:00.000002012
CALIFORNIA,MARIN,2016,108707,DEMOCRAT,06041,1970-01-01 00:00:00.000002016
CALIFORNIA,MARIN,2020,128288,DEMOCRAT,06041,1970-01-01 00:00:00.000002020
CALIFORNIA,MARIPOSA,2000,4727,REPUBLICAN,06043,1970-01-01 00:00:00.000002000
CALIFORNIA,MARIPOSA,2004,5215,REPUBLICAN,06043,1970-01-01 00:00:00.000002004
CALIFORNIA,MARIPOSA,2008,5298,REPUBLICAN,06043,1970-01-01 00:00:00.000002008
CALIFORNIA,MARIPOSA,2012,5140,REPUBLICAN,06043,1970-01-01 00:00:00.000002012
CALIFORNIA,MARIPOSA,2016,5185,REPUBLICAN,06043,1970-01-01 00:00:00.000002016
CALIFORNIA,MARIPOSA,2020,5950,REPUBLICAN,06043,1970-01-01 00:00:00.000002020
CALIFORNIA,MENDOCINO,2000,16634,DEMOCRAT,06045,1970-01-01 00:00:00.000002000
CALIFORNIA,MENDOCINO,2004,24385,DEMOCRAT,06045,1970-01-01 00:00:00.000002004
CALIFORNIA,MENDOCINO,2008,27843,DEMOCRAT,06045,1970-01-01 00:00:00.000002008
CALIFORNIA,MENDOCINO,2012,23193,DEMOCRAT,06045,1970-01-01 00:00:00.000002012
CALIFORNIA,MENDOCINO,2016,22079,DEMOCRAT,06045,1970-01-01 00:00:00.000002016
CALIFORNIA,MENDOCINO,2020,28782,DEMOCRAT,06045,1970-01-01 00:00:00.000002020
CALIFORNIA,MERCED,2000,26102,REPUBLICAN,06047,1970-01-01 00:00:00.000002000
CALIFORNIA,MERCED,2004,32773,REPUBLICAN,06047,1970-01-01 00:00:00.000002004
CALIFORNIA,MERCED,2008,34031,DEMOCRAT,06047,1970-01-01 00:00:00.000002008
CALIFORNIA,MERCED,2012,33005,DEMOCRAT,06047,1970-01-01 00:00:00.000002012
CALIFORNIA,MERCED,2016,37317,DEMOCRAT,06047,1970-01-01 00:00:00.000002016
CALIFORNIA,MERCED,2020,48991,DEMOCRAT,06047,1970-01-01 00:00:00.000002020
CALIFORNIA,MODOC,2000,2969,REPUBLICAN,06049,1970-01-01 00:00:00.000002000
CALIFORNIA,MODOC,2004,3235,REPUBLICAN,06049,1970-01-01 00:00:00.000002004
CALIFORNIA,MODOC,2008,2981,REPUBLICAN,06049,1970-01-01 00:00:00.000002008
CALIFORNIA,MODOC,2012,2777,REPUBLICAN,06049,1970-01-01 00:00:00.000002012
CALIFORNIA,MODOC,2016,2696,REPUBLICAN,06049,1970-01-01 00:00:00.000002016
CALIFORNIA,MODOC,2020,3109,REPUBLICAN,06049,1970-01-01 00:00:00.000002020
CALIFORNIA,MONO,2000,2296,REPUBLICAN,06051,1970-01-01 00:00:00.000002000
CALIFORNIA,MONO,2004,2628,DEMOCRAT,06051,1970-01-01 00:00:00.000002004
CALIFORNIA,MONO,2008,3093,DEMOCRAT,06051,1970-01-01 00:00:00.000002008
CALIFORNIA,MONO,2012,2733,DEMOCRAT,06051,1970-01-01 00:00:00.000002012
CALIFORNIA,MONO,2016,2773,DEMOCRAT,06051,1970-01-01 00:00:00.000002016
CALIFORNIA,MONO,2020,4013,DEMOCRAT,06051,1970-01-01 00:00:00.000002020
CALIFORNIA,MONTEREY,2000,67618,DEMOCRAT,06053,1970-01-01 00:00:00.000002000
CALIFORNIA,MONTEREY,2004,75241,DEMOCRAT,06053,1970-01-01 00:00:00.000002004
CALIFORNIA,MONTEREY,2008,88453,DEMOCRAT,06053,1970-01-01 00:00:00.000002008
CALIFORNIA,MONTEREY,2012,82920,DEMOCRAT,06053,1970-01-01 00:00:00.000002012
CALIFORNIA,MONTEREY,2016,89088,DEMOCRAT,06053,1970-01-01 00:00:00.000002016
CALIFORNIA,MONTEREY,2020,113953,DEMOCRAT,06053,1970-01-01 00:00:00.000002020
CALIFORNIA,NAPA,2000,28097,DEMOCRAT,06055,1970-01-01 00:00:00.000002000
CALIFORNIA,NAPA,2004,33666,DEMOCRAT,06055,1970-01-01 00:00:00.000002004
CALIFORNIA,NAPA,2008,38849,DEMOCRAT,06055,1970-01-01 00:00:00.000002008
CALIFORNIA,NAPA,2012,35870,DEMOCRAT,06055,1970-01-01 00:00:00.000002012
CALIFORNIA,NAPA,2016,39199,DEMOCRAT,06055,1970-01-01 00:00:00.000002016
CALIFORNIA,NAPA,2020,49817,DEMOCRAT,06055,1970-01-01 00:00:00.000002020
CALIFORNIA,NEVADA,2000,25998,REPUBLICAN,06057,1970-01-01 00:00:00.000002000
CALIFORNIA,NEVADA,2004,28790,REPUBLICAN,06057,1970-01-01 00:00:00.000002004
CALIFORNIA,NEVADA,2008,28617,DEMOCRAT,06057,1970-01-01 00:00:00.000002008
CALIFORNIA,NEVADA,2012,24986,REPUBLICAN,06057,1970-01-01 00:00:00.000002012
CALIFORNIA,NEVADA,2016,26053,DEMOCRAT,06057,1970-01-01 00:00:00.000002016
CALIFORNIA,NEVADA,2020,36359,DEMOCRAT,06057,1970-01-01 00:00:00.000002020
CALIFORNIA,ORANGE,2000,541299,REPUBLICAN,06059,1970-01-01 00:00:00.000002000
CALIFORNIA,ORANGE,2004,641832,REPUBLICAN,06059,1970-01-01 00:00:00.000002004
CALIFORNIA,ORANGE,2008,579064,REPUBLICAN,06059,1970-01-01 00:00:00.000002008
CALIFORNIA,ORANGE,2012,582332,REPUBLICAN,06059,1970-01-01 00:00:00.000002012
CALIFORNIA,ORANGE,2016,609961,DEMOCRAT,06059,1970-01-01 00:00:00.000002016
CALIFORNIA,ORANGE,2020,814009,DEMOCRAT,06059,1970-01-01 00:00:00.000002020
CALIFORNIA,PLACER,2000,69835,REPUBLICAN,06061,1970-01-01 00:00:00.000002000
CALIFORNIA,PLACER,2004,95969,REPUBLICAN,06061,1970-01-01 00:00:00.000002004
CALIFORNIA,PLACER,2008,94647,REPUBLICAN,06061,1970-01-01 00:00:00.000002008
CALIFORNIA,PLACER,2012,99921,REPUBLICAN,06061,1970-01-01 00:00:00.000002012
CALIFORNIA,PLACER,2016,95138,REPUBLICAN,06061,1970-01-01 00:00:00.000002016
CALIFORNIA,PLACER,2020,122488,REPUBLICAN,06061,1970-01-01 00:00:00.000002020
CALIFORNIA,PLUMAS,2000,6343,REPUBLICAN,06063,1970-01-01 00:00:00.000002000
CALIFORNIA,PLUMAS,2004,6905,REPUBLICAN,06063,1970-01-01 00:00:00.000002004
CALIFORNIA,PLUMAS,2008,6035,REPUBLICAN,06063,1970-01-01 00:00:00.000002008
CALIFORNIA,PLUMAS,2012,5721,REPUBLICAN,06063,1970-01-01 00:00:00.000002012
CALIFORNIA,PLUMAS,2016,5420,REPUBLICAN,06063,1970-01-01 00:00:00.000002016
CALIFORNIA,PLUMAS,2020,6445,REPUBLICAN,06063,1970-01-01 00:00:00.000002020
CALIFORNIA,RIVERSIDE,2000,231955,REPUBLICAN,06065,1970-01-01 00:00:00.000002000
CALIFORNIA,RIVERSIDE,2004,322473,REPUBLICAN,06065,1970-01-01 00:00:00.000002004
CALIFORNIA,RIVERSIDE,2008,325017,DEMOCRAT,06065,1970-01-01 00:00:00.000002008
CALIFORNIA,RIVERSIDE,2012,329063,DEMOCRAT,06065,1970-01-01 00:00:00.000002012
CALIFORNIA,RIVERSIDE,2016,373695,DEMOCRAT,06065,1970-01-01 00:00:00.000002016
CALIFORNIA,RIVERSIDE,2020,528340,DEMOCRAT,06065,1970-01-01 00:00:00.000002020
CALIFORNIA,SACRAMENTO,2000,212792,DEMOCRAT,06067,1970-01-01 00:00:00.000002000
CALIFORNIA,SACRAMENTO,2004,236657,DEMOCRAT,06067,1970-01-01 00:00:00.000002004
CALIFORNIA,SACRAMENTO,2008,316506,DEMOCRAT,06067,1970-01-01 00:00:00.000002008
CALIFORNIA,SACRAMENTO,2012,300503,DEMOCRAT,06067,1970-01-01 00:00:00.000002012
CALIFORNIA,SACRAMENTO,2016,326023,DEMOCRAT,06067,1970-01-01 00:00:00.000002016
CALIFORNIA,SACRAMENTO,2020,440808,DEMOCRAT,06067,1970-01-01 00:00:00.000002020
CALIFORNIA,SAN BENITO,2000,9131,DEMOCRAT,06069,1970-01-01 00:00:00.000002000
CALIFORNIA,SAN BENITO,2004,9851,DEMOCRAT,06069,1970-01-01 00:00:00.000002004
CALIFORNIA,SAN BENITO,2008,11917,DEMOCRAT,06069,1970-01-01 00:00:00.000002008
CALIFORNIA,SAN BENITO,2012,11276,DEMOCRAT,06069,1970-01-01 00:00:00.000002012
CALIFORNIA,SAN BENITO,2016,12521,DEMOCRAT,06069,1970-01-01 00:00:00.000002016
CALIFORNIA,SAN BENITO,2020,17628,DEMOCRAT,06069,1970-01-01 00:00:00.000002020
CALIFORNIA,SAN BERNARDINO,2000,221757,REPUBLICAN,06071,1970-01-01 00:00:00.000002000
CALIFORNIA,SAN BERNARDINO,2004,289306,REPUBLICAN,06071,1970-01-01 00:00:00.000002004
CALIFORNIA,SAN BERNARDINO,2008,315720,DEMOCRAT,06071,1970-01-01 00:00:00.000002008
CALIFORNIA,SAN BERNARDINO,2012,305109,DEMOCRAT,06071,1970-01-01 00:00:00.000002012
CALIFORNIA,SAN BERNARDINO,2016,340833,DEMOCRAT,06071,1970-01-01 00:00:00.000002016
CALIFORNIA,SAN BERNARDINO,2020,455859,DEMOCRAT,06071,1970-01-01 00:00:00.000002020
CALIFORNIA,SAN DIEGO,2000,475736,REPUBLICAN,06073,1970-01-01 00:00:00.000002000
CALIFORNIA,SAN DIEGO,2004,596033,REPUBLICAN,06073,1970-01-01 00:00:00.000002004
CALIFORNIA,SAN DIEGO,2008,666581,DEMOCRAT,06073,1970-01-01 00:00:00.000002008
CALIFORNIA,SAN DIEGO,2012,626957,DEMOCRAT,06073,1970-01-01 00:00:00.000002012
CALIFORNIA,SAN DIEGO,2016,735476,DEMOCRAT,06073,1970-01-01 00:00:00.000002016
CALIFORNIA,SAN DIEGO,2020,964650,DEMOCRAT,06073,1970-01-01 00:00:00.000002020
CALIFORNIA,SAN FRANCISCO,2000,241578,DEMOCRAT,06075,1970-01-01 00:00:00.000002000
CALIFORNIA,SAN FRANCISCO,2004,296772,DEMOCRAT,06075,1970-01-01 00:00:00.000002004
CALIFORNIA,SAN FRANCISCO,2008,322220,DEMOCRAT,06075,1970-01-01 00:00:00.000002008
CALIFORNIA,SAN FRANCISCO,2012,301723,DEMOCRAT,06075,1970-01-01 00:00:00.000002012
CALIFORNIA,SAN FRANCISCO,2016,345084,DEMOCRAT,06075,1970-01-01 00:00:00.000002016
CALIFORNIA,SAN FRANCISCO,2020,378156,DEMOCRAT,06075,1970-01-01 00:00:00.000002020
CALIFORNIA,SAN JOAQUIN,2000,81773,REPUBLICAN,06077,1970-01-01 00:00:00.000002000
CALIFORNIA,SAN JOAQUIN,2004,100978,REPUBLICAN,06077,1970-01-01 00:00:00.000002004
CALIFORNIA,SAN JOAQUIN,2008,113974,DEMOCRAT,06077,1970-01-01 00:00:00.000002008
CALIFORNIA,SAN JOAQUIN,2012,114121,DEMOCRAT,06077,1970-01-01 00:00:00.000002012
CALIFORNIA,SAN JOAQUIN,2016,121124,DEMOCRAT,06077,1970-01-01 00:00:00.000002016
CALIFORNIA,SAN JOAQUIN,2020,161137,DEMOCRAT,06077,1970-01-01 00:00:00.000002020
CALIFORNIA,SAN LUIS OBISPO,2000,56859,REPUBLICAN,06079,1970-01-01 00:00:00.000002000
CALIFORNIA,SAN LUIS OBISPO,2004,67995,REPUBLICAN,06079,1970-01-01 00:00:00.000002004
CALIFORNIA,SAN LUIS OBISPO,2008,68176,DEMOCRAT,06079,1970-01-01 00:00:00.000002008
CALIFORNIA,SAN LUIS OBISPO,2012,61258,DEMOCRAT,06079,1970-01-01 00:00:00.000002012
CALIFORNIA,SAN LUIS OBISPO,2016,67107,DEMOCRAT,06079,1970-01-01 00:00:00.000002016
CALIFORNIA,SAN LUIS OBISPO,2020,88310,DEMOCRAT,06079,1970-01-01 00:00:00.000002020
CALIFORNIA,SAN MATEO,2000,166757,DEMOCRAT,06081,1970-01-01 00:00:00.000002000
CALIFORNIA,SAN MATEO,2004,197922,DEMOCRAT,06081,1970-01-01 00:00:00.000002004
CALIFORNIA,SAN MATEO,2008,222826,DEMOCRAT,06081,1970-01-01 00:00:00.000002008
CALIFORNIA,SAN MATEO,2012,206085,DEMOCRAT,06081,1970-01-01 00:00:00.000002012
CALIFORNIA,SAN MATEO,2016,237882,DEMOCRAT,06081,1970-01-01 00:00:00.000002016
CALIFORNIA,SAN MATEO,2020,291496,DEMOCRAT,06081,1970-01-01 00:00:00.000002020
CALIFORNIA,SANTA BARBARA,2000,73411,DEMOCRAT,06083,1970-01-01 00:00:00.000002000
CALIFORNIA,SANTA BARBARA,2004,90314,DEMOCRAT,06083,1970-01-01 00:00:00.000002004
CALIFORNIA,SANTA BARBARA,2008,105614,DEMOCRAT,06083,1970-01-01 00:00:00.000002008
CALIFORNIA,SANTA BARBARA,2012,94129,DEMOCRAT,06083,1970-01-01 00:00:00.000002012
CALIFORNIA,SANTA BARBARA,2016,107142,DEMOCRAT,06083,1970-01-01 00:00:00.000002016
CALIFORNIA,SANTA BARBARA,2020,129963,DEMOCRAT,06083,1970-01-01 00:00:00.000002020
CALIFORNIA,SANTA CLARA,2000,332490,DEMOCRAT,06085,1970-01-01 00:00:00.000002000
CALIFORNIA,SANTA CLARA,2004,386100,DEMOCRAT,06085,1970-01-01 00:00:00.000002004
CALIFORNIA,SANTA CLARA,2008,462241,DEMOCRAT,06085,1970-01-01 00:00:00.000002008
CALIFORNIA,SANTA CLARA,2012,450818,DEMOCRAT,06085,1970-01-01 00:00:00.000002012
CALIFORNIA,SANTA CLARA,2016,511684,DEMOCRAT,06085,1970-01-01 00:00:00.000002016
CALIFORNIA,SANTA CLARA,2020,617967,DEMOCRAT,06085,1970-01-01 00:00:00.000002020
CALIFORNIA,SANTA CRUZ,2000,66618,DEMOCRAT,06087,1970-01-01 00:00:00.000002000
CALIFORNIA,SANTA CRUZ,2004,89102,DEMOCRAT,06087,1970-01-01 00:00:00.000002004
CALIFORNIA,SANTA CRUZ,2008,98745,DEMOCRAT,06087,1970-01-01 00:00:00.000002008
CALIFORNIA,SANTA CRUZ,2012,90805,DEMOCRAT,06087,1970-01-01 00:00:00.000002012
CALIFORNIA,SANTA CRUZ,2016,95249,DEMOCRAT,06087,1970-01-01 00:00:00.000002016
CALIFORNIA,SANTA CRUZ,2020,114246,DEMOCRAT,06087,1970-01-01 00:00:00.000002020
CALIFORNIA,SHASTA,2000,43278,REPUBLICAN,06089,1970-01-01 00:00:00.000002000
CALIFORNIA,SHASTA,2004,52249,REPUBLICAN,06089,1970-01-01 00:00:00.000002004
CALIFORNIA,SHASTA,2008,49588,REPUBLICAN,06089,1970-01-01 00:00:00.000002008
CALIFORNIA,SHASTA,2012,48067,REPUBLICAN,06089,1970-01-01 00:00:00.000002012
CALIFORNIA,SHASTA,2016,51778,REPUBLICAN,06089,1970-01-01 00:00:00.000002016
CALIFORNIA,SHASTA,2020,60789,REPUBLICAN,06089,1970-01-01 00:00:00.000002020
CALIFORNIA,SIERRA,2000,1172,REPUBLICAN,06091,1970-01-01 00:00:00.000002000
CALIFORNIA,SIERRA,2004,1249,REPUBLICAN,06091,1970-01-01 00:00:00.000002004
CALIFORNIA,SIERRA,2008,1158,REPUBLICAN,06091,1970-01-01 00:00:00.000002008
CALIFORNIA,SIERRA,2012,1056,REPUBLICAN,06091,1970-01-01 00:00:00.000002012
CALIFORNIA,SIERRA,2016,1048,REPUBLICAN,06091,1970-01-01 00:00:00.000002016
CALIFORNIA,SIERRA,2020,1142,REPUBLICAN,06091,1970-01-01 00:00:00.000002020
CALIFORNIA,SISKIYOU,2000,12198,REPUBLICAN,06093,1970-01-01 00:00:00.000002000
CALIFORNIA,SISKIYOU,2004,12673,REPUBLICAN,06093,1970-01-01 00:00:00.000002004
CALIFORNIA,SISKIYOU,2008,11520,REPUBLICAN,06093,1970-01-01 00:00:00.000002008
CALIFORNIA,SISKIYOU,2012,11077,REPUBLICAN,06093,1970-01-01 00:00:00.000002012
CALIFORNIA,SISKIYOU,2016,11341,REPUBLICAN,06093,1970-01-01 00:00:00.000002016
CALIFORNIA,SISKIYOU,2020,13290,REPUBLICAN,06093,1970-01-01 00:00:00.000002020
CALIFORNIA,SOLANO,2000,75116,DEMOCRAT,06095,1970-01-01 00:00:00.000002000
CALIFORNIA,SOLANO,2004,85096,DEMOCRAT,06095,1970-01-01 00:00:00.000002004
CALIFORNIA,SOLANO,2008,102095,DEMOCRAT,06095,1970-01-01 00:00:00.000002008
CALIFORNIA,SOLANO,2012,96783,DEMOCRAT,06095,1970-01-01 00:00:00.000002012
CALIFORNIA,SOLANO,2016,102360,DEMOCRAT,06095,1970-01-01 00:00:00.000002016
CALIFORNIA,SOLANO,2020,131639,DEMOCRAT,06095,1970-01-01 00:00:00.000002020
CALIFORNIA,SONOMA,2000,117295,DEMOCRAT,06097,1970-01-01 00:00:00.000002000
CALIFORNIA,SONOMA,2004,148261,DEMOCRAT,06097,1970-01-01 00:00:00.000002004
CALIFORNIA,SONOMA,2008,168888,DEMOCRAT,06097,1970-01-01 00:00:00.000002008
CALIFORNIA,SONOMA,2012,153942,DEMOCRAT,06097,1970-01-01 00:00:00.000002012
CALIFORNIA,SONOMA,2016,160435,DEMOCRAT,06097,1970-01-01 00:00:00.000002016
CALIFORNIA,SONOMA,2020,199938,DEMOCRAT,06097,1970-01-01 00:00:00.000002020
CALIFORNIA,STANISLAUS,2000,67188,REPUBLICAN,06099,1970-01-01 00:00:00.000002000
CALIFORNIA,STANISLAUS,2004,85407,REPUBLICAN,06099,1970-01-01 00:00:00.000002004
CALIFORNIA,STANISLAUS,2008,80279,DEMOCRAT,06099,1970-01-01 00:00:00.000002008
CALIFORNIA,STANISLAUS,2012,77724,DEMOCRAT,06099,1970-01-01 00:00:00.000002012
CALIFORNIA,STANISLAUS,2016,81647,DEMOCRAT,06099,1970-01-01 00:00:00.000002016
CALIFORNIA,STANISLAUS,2020,105841,DEMOCRAT,06099,1970-01-01 00:00:00.000002020
CALIFORNIA,SUTTER,2000,17350,REPUBLICAN,06101,1970-01-01 00:00:00.000002000
CALIFORNIA,SUTTER,2004,20254,REPUBLICAN,06101,1970-01-01 00:00:00.000002004
CALIFORNIA,SUTTER,2008,18911,REPUBLICAN,06101,1970-01-01 00:00:00.000002008
CALIFORNIA,SUTTER,2012,18122,REPUBLICAN,06101,1970-01-01 00:00:00.000002012
CALIFORNIA,SUTTER,2016,18176,REPUBLICAN,06101,1970-01-01 00:00:00.000002016
CALIFORNIA,SUTTER,2020,24375,REPUBLICAN,06101,1970-01-01 00:00:00.000002020
CALIFORNIA,TEHAMA,2000,13270,REPUBLICAN,06103,1970-01-01 00:00:00.000002000
CALIFORNIA,TEHAMA,2004,15572,REPUBLICAN,06103,1970-01-01 00:00:00.000002004
CALIFORNIA,TEHAMA,2008,14843,REPUBLICAN,06103,1970-01-01 00:00:00.000002008
CALIFORNIA,TEHAMA,2012,14235,REPUBLICAN,06103,1970-01-01 00:00:00.000002012
CALIFORNIA,TEHAMA,2016,15494,REPUBLICAN,06103,1970-01-01 00:00:00.000002016
CALIFORNIA,TEHAMA,2020,19141,REPUBLICAN,06103,1970-01-01 00:00:00.000002020
CALIFORNIA,TRINITY,2000,3340,REPUBLICAN,06105,1970-01-01 00:00:00.000002000
CALIFORNIA,TRINITY,2004,3560,REPUBLICAN,06105,1970-01-01 00:00:00.000002004
CALIFORNIA,TRINITY,2008,3233,DEMOCRAT,06105,1970-01-01 00:00:00.000002008
CALIFORNIA,TRINITY,2012,2716,REPUBLICAN,06105,1970-01-01 00:00:00.000002012
CALIFORNIA,TRINITY,2016,2812,REPUBLICAN,06105,1970-01-01 00:00:00.000002016
CALIFORNIA,TRINITY,2020,3188,REPUBLICAN,06105,1970-01-01 00:00:00.000002020
CALIFORNIA,TULARE,2000,54070,REPUBLICAN,06107,1970-01-01 00:00:00.000002000
CALIFORNIA,TULARE,2004,65399,REPUBLICAN,06107,1970-01-01 00:00:00.000002004
CALIFORNIA,TULARE,2008,59765,REPUBLICAN,06107,1970-01-01 00:00:00.000002008
CALIFORNIA,TULARE,2012,56956,REPUBLICAN,06107,1970-01-01 00:00:00.000002012
CALIFORNIA,TULARE,2016,58299,REPUBLICAN,06107,1970-01-01 00:00:00.000002016
CALIFORNIA,TULARE,2020,77579,REPUBLICAN,06107,1970-01-01 00:00:00.000002020
CALIFORNIA,TUOLUMNE,2000,13172,REPUBLICAN,06109,1970-01-01 00:00:00.000002000
CALIFORNIA,TUOLUMNE,2004,15745,REPUBLICAN,06109,1970-01-01 00:00:00.000002004
CALIFORNIA,TUOLUMNE,2008,14988,REPUBLICAN,06109,1970-01-01 00:00:00.000002008
CALIFORNIA,TUOLUMNE,2012,13880,REPUBLICAN,06109,1970-01-01 00:00:00.000002012
CALIFORNIA,TUOLUMNE,2016,14551,REPUBLICAN,06109,1970-01-01 00:00:00.000002016
CALIFORNIA,TUOLUMNE,2020,17689,REPUBLICAN,06109,1970-01-01 00:00:00.000002020
CALIFORNIA,VENTURA,2000,136173,REPUBLICAN,06111,1970-01-01 00:00:00.000002000
CALIFORNIA,VENTURA,2004,160314,REPUBLICAN,06111,1970-01-01 00:00:00.000002004
CALIFORNIA,VENTURA,2008,187601,DEMOCRAT,06111,1970-01-01 00:00:00.000002008
CALIFORNIA,VENTURA,2012,170929,DEMOCRAT,06111,1970-01-01 00:00:00.000002012
CALIFORNIA,VENTURA,2016,194402,DEMOCRAT,06111,1970-01-01 00:00:00.000002016
CALIFORNIA,VENTURA,2020,251388,DEMOCRAT,06111,1970-01-01 00:00:00.000002020
CALIFORNIA,YOLO,2000,33747,DEMOCRAT,06113,1970-01-01 00:00:00.000002000
CALIFORNIA,YOLO,2004,42885,DEMOCRAT,06113,1970-01-01 00:00:00.000002004
CALIFORNIA,YOLO,2008,53488,DEMOCRAT,06113,1970-01-01 00:00:00.000002008
CALIFORNIA,YOLO,2012,48715,DEMOCRAT,06113,1970-01-01 00:00:00.000002012
CALIFORNIA,YOLO,2016,54752,DEMOCRAT,06113,1970-01-01 00:00:00.000002016
CALIFORNIA,YOLO,2020,67598,DEMOCRAT,06113,1970-01-01 00:00:00.000002020
CALIFORNIA,YUBA,2000,9838,REPUBLICAN,06115,1970-01-01 00:00:00.000002000
CALIFORNIA,YUBA,2004,12076,REPUBLICAN,06115,1970-01-01 00:00:00.000002004
CALIFORNIA,YUBA,2008,12007,REPUBLICAN,06115,1970-01-01 00:00:00.000002008
CALIFORNIA,YUBA,2012,11275,REPUBLICAN,06115,1970-01-01 00:00:00.000002012
CALIFORNIA,YUBA,2016,13170,REPUBLICAN,06115,1970-01-01 00:00:00.000002016
CALIFORNIA,YUBA,2020,17676,REPUBLICAN,06115,1970-01-01 00:00:00.000002020
COLORADO,ADAMS,2000,54132,DEMOCRAT,08001,1970-01-01 00:00:00.000002000
COLORADO,ADAMS,2004,69122,DEMOCRAT,08001,1970-01-01 00:00:00.000002004
COLORADO,ADAMS,2008,93443,DEMOCRAT,08001,1970-01-01 00:00:00.000002008
COLORADO,ADAMS,2012,100649,DEMOCRAT,08001,1970-01-01 00:00:00.000002012
COLORADO,ADAMS,2016,96558,DEMOCRAT,08001,1970-01-01 00:00:00.000002016
COLORADO,ADAMS,2020,134202,DEMOCRAT,08001,1970-01-01 00:00:00.000002020
COLORADO,ALAMOSA,2000,2857,REPUBLICAN,08003,1970-01-01 00:00:00.000002000
COLORADO,ALAMOSA,2004,3179,REPUBLICAN,08003,1970-01-01 00:00:00.000002004
COLORADO,ALAMOSA,2008,3521,DEMOCRAT,08003,1970-01-01 00:00:00.000002008
COLORADO,ALAMOSA,2012,3811,DEMOCRAT,08003,1970-01-01 00:00:00.000002012
COLORADO,ALAMOSA,2016,3189,DEMOCRAT,08003,1970-01-01 00:00:00.000002016
COLORADO,ALAMOSA,2020,3813,REPUBLICAN,08003,1970-01-01 00:00:00.000002020
